image,true_class,predicted_class,confidence
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\0bd357fe-1e54-4c65-979c-e894e0b8a3aa___RS_Erly.B 8328.JPG,Tomato___Early_blight,Tomato___Late_blight,0.9172236323356628
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\6681f454-b2c1-4209-9a2f-f09b4aeace5d___Com.G_TgS_FL 0006.JPG,Tomato___Target_Spot,Tomato___Spider_mites Two-spotted_spider_mite,0.916338324546814
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\a3d07302-420d-4b4e-94f2-6694ef9d2088___RS_Erly.B 7652_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.9129157066345215
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\c6e96373-484c-45da-b043-0a294a59ad2c___RS_Erly.B 7401.JPG,Tomato___Early_blight,Tomato___Late_blight,0.9093291759490967
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\b24f8f98-4bfe-4605-85f5-738fc09e58fe___RS_Erly.B 6406_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.9086424708366394
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\2b400c69-36a9-4b78-90a0-3702cd38c896___Matt.S_CG 6876_flipTB.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.9065400958061218
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\b64e4518-147a-4a75-9f9b-33db8902aa12___RS_LB 3202_flipTB.JPG,Potato___Late_blight,Tomato___Late_blight,0.9063587784767151
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\19323229-6fdc-4231-bd3e-a46ddcff2111___RS_LB 3196_flipTB.JPG,Potato___Late_blight,Tomato___Late_blight,0.9029967784881592
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\87e9e4cd-55fd-4437-9f93-84cd25e744c2___RS_GLSp 4504.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.9027118682861328
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\9c230647-02da-4948-9c52-dfc87bb1d34a___RS_LB 4593.JPG,Potato___Late_blight,Tomato___Late_blight,0.9013809561729431
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\d7f1e802-0b8e-4cba-88b4-e61328322cac___RS_Erly.B 8222_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.9012975692749023
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\1424a06a-f143-4ca4-bee1-dbbc1663b5d0___RS_GLSp 4681.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.8972302079200745
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\0aa486df-97b6-4764-89a9-d193e16aabbb___Keller.St_CG 1931.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.896932065486908
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___healthy\0c55b379-c6e7-4b89-959f-abc506fed437___RS_HL 5927.JPG,Apple___healthy,Soybean___healthy,0.8952682614326477
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Esca_(Black_Measles)\3e51515a-b053-40b7-a967-dd718bb4bab5___FAM_B.Msls 3809.JPG,Grape___Esca_(Black_Measles),Apple___Cedar_apple_rust,0.8936827778816223
"C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Pepper,_bell___Bacterial_spot\65a84ec0-79dc-4ae3-bfce-81c3f4b50a08___JR_B.Spot 8858_flipTB.JPG","Pepper,_bell___Bacterial_spot","Pepper,_bell___healthy",0.8936021327972412
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\2bdecb58-7e31-4129-83ff-125b7a31c0f6___RS_Erly.B 9506.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8921889066696167
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\2365ce1e-195c-4cf9-a38d-927f0faa489a___JR_Sept.L.S 2725.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.8913906216621399
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\f6ddeb19-8aa3-40f5-8b60-b2f404f13407___RS_Erly.B 7705_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8912384510040283
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Leaf_blight_(Isariopsis_Leaf_Spot)\df76a644-9808-4446-8c18-578b46ff56a5___FAM_L.Blight 1594.JPG,Grape___Leaf_blight_(Isariopsis_Leaf_Spot),Grape___Black_rot,0.8900822997093201
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\e7e39ba3-b9af-4d5f-afb1-aea45e13446a___RS_LB 2876_flipTB.JPG,Potato___Late_blight,Tomato___Late_blight,0.888948917388916
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\3c53ba48-cb78-4803-b01c-7d10ea13284c___RS_GLSp 4611.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.8864870667457581
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\cb07e000-acb9-44cc-abda-a4549ebe6037___RS_GLSp 4417.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.8840144276618958
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\cba4be0b-2554-4a9e-8dd0-94cbb2467388___RS_LB 3335_flipTB.JPG,Potato___Late_blight,Tomato___Late_blight,0.8795790672302246
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___healthy\2e485f1d-5aa5-4d56-8733-9625ed4d000c___GH_HL Leaf 344_newPixel25.JPG,Tomato___healthy,Apple___Cedar_apple_rust,0.8769882917404175
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\03b7a13c-f5c0-44c4-beed-443841670e9a___RS_Erly.B 8225.JPG,Tomato___Early_blight,Tomato___Late_blight,0.875643253326416
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_Yellow_Leaf_Curl_Virus\d9df9ccb-0f9f-4f52-ac50-eda73b4804c8___YLCV_NREC 2414.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Spider_mites Two-spotted_spider_mite,0.8749926686286926
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Cedar_apple_rust\b20f66dd-3447-4d83-96d8-b63d03741f47___FREC_C.Rust 3621_180deg.JPG,Apple___Cedar_apple_rust,Tomato___Late_blight,0.8744420409202576
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Black_rot\fb6ca3d8-29bc-4103-b309-82aa6d7b1b0b___FAM_B.Rot 0648_flipLR.JPG,Grape___Black_rot,Grape___Esca_(Black_Measles),0.873845636844635
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\beeaf08d-f961-4bd9-8612-a162500a83f6___RS_Erly.B 9407_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8737937808036804
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\51708fa7-4619-4957-bfc6-8e422ee23a99___RS_Erly.B 7630_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8720189929008484
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\f3ee2886-4ada-4287-94b6-c4c93005b887___RS_LB 4352_flipTB.JPG,Potato___Late_blight,Tomato___Late_blight,0.8719373345375061
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Potato___Late_blight\d71490c0-7315-4301-b9cd-19de9357a2f7___RS_LB 3203.JPG,Potato___Late_blight,Tomato___Late_blight,0.869857907295227
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\17d051ce-efe1-486e-b5ed-b71b1317a9f0___RS_Erly.B 9614.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8691730499267578
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\fb0dbb23-b3fb-406f-bb7a-c5e0d45207d3___Crnl_L.Mold 8948.JPG,Tomato___Leaf_Mold,Tomato___Late_blight,0.8676105737686157
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\801083ae-26f9-4a9a-9e9a-f73fb18b67e5___RS_Erly.B 7363_180deg.JPG,Tomato___Early_blight,"Pepper,_bell___Bacterial_spot",0.8662211894989014
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\9c78e47a-8ed7-4b8f-8230-499e2d135a0a___RS_GLSp 4335.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.8645359873771667
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\74b3c6cf-a35b-481b-aa22-7483a52bff76___RS_Erly.B 7792.JPG,Tomato___Early_blight,Peach___healthy,0.8639472126960754
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Blueberry___healthy\5cfe4558-e726-4213-ab56-309927d660a5___RS_HL 0681_newPixel25.JPG,Blueberry___healthy,Apple___Cedar_apple_rust,0.8619861602783203
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\57e4abec-e203-4574-85f8-bc321b0e0ac3___RS_GLSp 4662.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.8597714900970459
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Apple_scab\43712608-0fa2-4be2-91a0-242aca469cb4___FREC_Scab 2985.JPG,Apple___Apple_scab,"Pepper,_bell___Bacterial_spot",0.8568513989448547
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\9302786b-4392-4e54-a7a1-c6c39043caaf___RS_Erly.B 8329.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8548603057861328
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\20459a26-c07a-4592-baf8-6d4172c23cec___RS_Erly.B 8358.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8545918464660645
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\4803a0a5-ac23-431f-b792-d60a25a268bd___RS_Erly.B 9508_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.853041410446167
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Apple___Black_rot\56d05ee6-f6d5-4c34-838e-4ff2c0592d5d___JR_FrgE.S 2822_new30degFlipLR.JPG,Apple___Black_rot,Apple___Apple_scab,0.8528946042060852
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\c9fa82b3-776c-4a44-8309-a6faf88898e3___RS_Erly.B 7498_flipTB.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8503081798553467
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\a278a40a-bb25-4210-b646-2d232245851a___RS_Erly.B 7719_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.84585040807724
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\c9fa82b3-776c-4a44-8309-a6faf88898e3___RS_Erly.B 7498_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8457183241844177
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\54e98d19-a7a0-44d8-a004-1eaee5f3610b___RS_Erly.B 7348.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8428410887718201
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Leaf_Mold\64a9cc36-cb5c-450d-9c5f-b89d3897e52c___Crnl_L.Mold 8637.JPG,Tomato___Leaf_Mold,Tomato___Late_blight,0.8420335054397583
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Black_rot\68083fb3-c433-43d8-a509-7435803558fc___FAM_B.Rot 3185_flipLR.JPG,Grape___Black_rot,Grape___Esca_(Black_Measles),0.8386766314506531
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\1a2ce36b-89e9-43ea-9e54-b2da024c08fc___JR_Sept.L.S 8532_flipTB.JPG,Tomato___Septoria_leaf_spot,Tomato___Tomato_mosaic_virus,0.8376473784446716
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Target_Spot\51178287-3a49-45be-b574-77edaf6d78b0___Com.G_TgS_FL 9847.JPG,Tomato___Target_Spot,Tomato___Bacterial_spot,0.8372339010238647
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Peach___Bacterial_spot\b90453b9-4f6f-4370-b74b-1848b898661a___Rutg._Bact.S 1793.JPG,Peach___Bacterial_spot,Tomato___Late_blight,0.8367581367492676
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Tomato_Yellow_Leaf_Curl_Virus\ec12e6e6-f334-4532-8e5a-63a77c0533c0___YLCV_NREC 0077.JPG,Tomato___Tomato_Yellow_Leaf_Curl_Virus,Tomato___Spider_mites Two-spotted_spider_mite,0.8367313146591187
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot\3b264c40-1333-4dbe-bf91-0cc2bb183167___RS_GLSp 9365.JPG,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,Corn_(maize)___Northern_Leaf_Blight,0.8364031910896301
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\397ffe67-e784-44d5-ae1a-d1e2990c041b___RS_Erly.B 7637.JPG,Tomato___Early_blight,Tomato___Bacterial_spot,0.8358020782470703
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\bef16984-17c5-4796-9496-85808dfa3a56___RS_Erly.B 9405_180deg.JPG,Tomato___Early_blight,Tomato___Late_blight,0.8346736431121826
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Grape___Black_rot\30e108e7-3a95-401f-a815-11397d206839___FAM_B.Rot 0548_flipLR.JPG,Grape___Black_rot,Grape___Esca_(Black_Measles),0.8345012664794922
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Soybean___healthy\56943b4a-17b1-405e-844f-2242848026f9___RS_HL 4318.JPG,Soybean___healthy,"Pepper,_bell___healthy",0.833387553691864
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Septoria_leaf_spot\bcc93571-9b93-4943-9cee-dddc79bd4d92___Keller.St_CG 1844.JPG,Tomato___Septoria_leaf_spot,Tomato___Late_blight,0.8297095894813538
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Corn_(maize)___Northern_Leaf_Blight\94c9fcc4-a643-4a7e-b56e-5a952bb7c791___RS_NLB 3999_flipTB.JPG,Corn_(maize)___Northern_Leaf_Blight,Corn_(maize)___Cercospora_leaf_spot Gray_leaf_spot,0.8287867903709412
C:\Users\siddh\Downloads\plant dataset\New Plant Diseases Dataset(Augmented)\New Plant Diseases Dataset(Augmented)\valid\Tomato___Early_blight\18a21f42-8794-4665-8174-b0ccd3758af8___RS_Erly.B 7650.JPG,Tomato___Early_blight,Tomato___Late_blight,0.82746422290802
